session_id,timestamp,window_start_timestamp,window_duration_s,latitude,longitude,location_timestamp,location_age_ms,horizontal_accuracy_m,vertical_accuracy_m,altitude_m,speed_mps,speed_accuracy_mps,bearing_deg,bearing_accuracy_deg,gnss_timestamp,gnss_age_ms,satellites_visible,satellites_used,cn0_mean_dbhz,cn0_max_dbhz,gps_visible,gps_used,glonass_visible,glonass_used,beidou_visible,beidou_used,galileo_visible,galileo_used,qzss_visible,qzss_used,accel_sample_count,accel_x_mean_mps2,accel_y_mean_mps2,accel_z_mean_mps2,accel_magnitude_mean_mps2,accel_magnitude_stddev_mps2,accel_magnitude_rms_mps2,linear_accel_sample_count,linear_accel_x_mean_mps2,linear_accel_y_mean_mps2,linear_accel_z_mean_mps2,linear_accel_magnitude_mean_mps2,linear_accel_magnitude_stddev_mps2,linear_accel_magnitude_rms_mps2,gyro_sample_count,gyro_x_mean_radps,gyro_y_mean_radps,gyro_z_mean_radps,gyro_magnitude_mean_radps,gyro_magnitude_stddev_radps,gyro_magnitude_rms_radps,rotation_vector_x,rotation_vector_y,rotation_vector_z,rotation_vector_w,orientation_azimuth_deg,orientation_pitch_deg,orientation_roll_deg,step_events_window,step_count_total,light_lux,light_timestamp,light_age_ms,battery_level_pct,battery_temperature_c,battery_charging,battery_timestamp,battery_age_ms,surface_classifier_label,surface_classifier_confidence,surface_classifier_timestamp,surface_classifier_age_ms,manual_surface_label,manual_surface_timestamp,manual_surface_age_ms,route_distance_m,gps_accuracy_m,gps_quality
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T06:45:14.137632+08:00,2026-09-12T06:45:04.137632+08:00,10,10.3478445,123.8078361,2026-09-11T22:45:08Z,6849,9.3,16.8,233.59,0.00,0.11,,,2026-09-12T06:45:13.301317+08:00,837,0,0,,,0,0,0,0,0,0,0,0,0,0,505,1.3694,7.1402,4.2175,9.8413,0.9692,9.8889,200,0.0099,-0.0790,0.0220,0.9769,0.9287,1.3479,200,-0.0852,-0.2652,-0.1464,0.7577,0.9493,1.2146,0.54355,-0.31604,-0.38511,0.67555,-59.8,-0.5,77.9,0,0,475.00,2026-09-12T06:45:12.302632+08:00,1835,91.0,30.0,DISCHARGING,2026-09-12T06:45:04.135632+08:00,10002,,,,,,,,19.8,9.3,GOOD
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T06:45:24.14845+08:00,2026-09-12T06:45:14.14845+08:00,10,10.3478595,123.8078421,2026-09-11T22:45:23Z,1861,10.0,13.9,229.77,0.00,0.32,,,2026-09-12T06:45:22.298698+08:00,1849,86,0,10.22,30.00,23,0,5,0,36,0,17,0,5,0,502,0.3074,8.6806,2.8217,10.0210,2.0172,10.2220,201,0.1099,-0.1746,0.1503,1.7173,1.8904,2.5540,201,0.0766,0.0359,-0.0796,1.1212,1.8886,2.1963,0.68427,-0.19389,-0.11240,0.69393,-25.1,-6.6,90.7,0,0,301.00,2026-09-12T06:45:22.01745+08:00,2131,91.0,30.0,DISCHARGING,2026-09-12T06:45:04.13645+08:00,20012,,,,,,,,21.7,10.0,GOOD
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T06:45:34.160075+08:00,2026-09-12T06:45:24.160075+08:00,10,10.3478565,123.8078477,2026-09-11T22:45:31Z,3872,8.4,11.9,230.65,0.00,0.20,,,2026-09-12T06:45:30.300164+08:00,3860,85,0,12.62,33.40,23,0,5,0,35,0,17,0,5,0,501,0.6828,9.5789,0.2914,9.8053,0.5886,9.8230,201,-0.0527,0.0237,-0.0650,1.1418,0.8238,1.4079,201,0.0277,-0.0027,-0.0160,0.5098,0.3042,0.5936,0.79133,0.09398,0.11801,0.59248,16.8,-4.3,105.7,0,0,192.00,2026-09-12T06:45:33.018075+08:00,1142,91.0,30.0,DISCHARGING,2026-09-12T06:45:04.136075+08:00,30024,,,,,,,,22.4,8.4,GOOD
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T06:45:44.170371+08:00,2026-09-12T06:45:34.170371+08:00,10,10.3478546,123.8078532,2026-09-11T22:45:39Z,5882,9.5,13.5,228.03,0.00,0.09,,,2026-09-12T06:45:38.344373+08:00,5826,87,0,12.09,34.60,23,0,5,0,37,0,17,0,5,0,504,-0.1671,8.7903,-3.4450,9.7364,0.5035,9.7495,201,0.0141,-0.0030,-0.0385,0.8723,0.5578,1.0354,201,-0.0216,-0.0970,-0.0368,0.4428,0.3653,0.5741,0.58275,-0.44596,-0.48531,0.47539,-82.4,8.1,94.5,0,0,515.00,2026-09-12T06:45:43.618371+08:00,552,91.0,30.0,DISCHARGING,2026-09-12T06:45:04.136371+08:00,40034,,,,,,,,23.0,9.5,GOOD
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T06:45:54.18081+08:00,2026-09-12T06:45:44.18081+08:00,10,10.3478589,123.8078535,2026-09-11T22:45:47Z,7893,8.3,10.5,229.19,0.00,0.28,,,2026-09-12T06:45:53.295592+08:00,885,0,0,,,0,0,0,0,0,0,0,0,0,0,500,1.2614,9.4280,0.8447,9.8894,0.7858,9.9205,201,0.1933,-0.0404,0.1480,1.4326,1.1837,1.8583,201,-0.0102,0.1031,0.0317,0.6266,0.4293,0.7596,0.58993,-0.17431,-0.16238,0.77151,-27.2,-4.4,75.9,7,7,50.00,2026-09-12T06:45:53.81781+08:00,363,91.0,30.0,DISCHARGING,2026-09-12T06:45:04.13581+08:00,50045,TRAIL,0.50,2026-09-12T06:45:50.53324+08:00,3647,,,,23.5,8.3,GOOD
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T06:46:04.192791+08:00,2026-09-12T06:45:54.192791+08:00,10,10.3478731,123.8078694,2026-09-11T22:46:03Z,1905,8.1,9.6,227.22,0.00,0.09,,,2026-09-12T06:46:02.300643+08:00,1890,86,0,14.16,40.90,23,0,5,0,36,0,17,0,5,0,504,1.6944,9.3575,0.6423,9.8036,0.5556,9.8193,201,0.1169,-0.0181,-0.0442,0.9036,0.6954,1.1402,201,0.0138,-0.1445,-0.0024,0.5224,0.5318,0.7455,0.33372,-0.64457,-0.49468,0.47797,-109.5,-16.6,93.2,3,10,546.00,2026-09-12T06:46:03.619791+08:00,573,91.0,30.0,DISCHARGING,2026-09-12T06:46:04.194791+08:00,-2,TRAIL,0.50,2026-09-12T06:45:50.53324+08:00,13659,,,,25.9,8.1,GOOD
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T06:46:14.203344+08:00,2026-09-12T06:46:04.203344+08:00,10,10.3478752,123.8078678,2026-09-11T22:46:11Z,3915,10.6,12.1,225.96,0.00,0.09,,,2026-09-12T06:46:10.298297+08:00,3905,86,0,12.51,35.80,23,0,5,0,36,0,17,0,5,0,504,0.7740,9.4966,-0.4424,9.7764,0.7832,9.8077,201,0.0481,-0.0792,-0.0236,1.1443,0.7635,1.3756,201,0.0080,0.0875,-0.0093,0.5579,0.3774,0.6736,0.64326,-0.39532,-0.27798,0.59385,-57.6,-6.4,98.1,0,10,540.00,2026-09-12T06:46:13.818344+08:00,385,91.0,30.0,DISCHARGING,2026-09-12T06:46:04.193344+08:00,10010,TRAIL,0.50,2026-09-12T06:45:50.53324+08:00,23670,,,,26.2,10.6,GOOD
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T06:46:24.213404+08:00,2026-09-12T06:46:14.213404+08:00,10,10.3478795,123.8078702,2026-09-11T22:46:19Z,5925,7.6,9.1,225.67,0.00,0.09,,,2026-09-12T06:46:18.301234+08:00,5912,87,0,12.02,35.90,23,0,5,0,37,0,17,0,5,0,502,0.9651,9.4043,-0.5264,9.8641,0.7662,9.8938,201,0.0338,-0.0723,-0.1152,1.3390,1.0480,1.7004,201,-0.0461,-0.0001,0.0018,0.7162,0.5557,0.9065,0.59493,-0.34755,-0.38592,0.61346,-62.6,1.9,87.1,0,10,66.00,2026-09-12T06:46:23.818404+08:00,395,91.0,30.0,DISCHARGING,2026-09-12T06:46:04.193404+08:00,20020,TRAIL,0.50,2026-09-12T06:45:50.53324+08:00,33680,,,,26.7,7.6,GOOD
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T06:46:34.228693+08:00,2026-09-12T06:46:24.228693+08:00,10,10.3478817,123.8078691,2026-09-11T22:46:27Z,7941,8.7,10.1,225.59,0.00,0.09,,,2026-09-12T06:46:33.295318+08:00,934,0,0,,,0,0,0,0,0,0,0,0,0,0,502,0.9023,9.5500,0.4711,9.8040,0.5559,9.8197,201,0.0633,-0.0252,-0.0536,0.9674,0.8786,1.3068,201,-0.0305,-0.1197,0.0256,0.5819,0.4544,0.7383,0.27035,-0.65675,-0.60553,0.35905,-127.0,-8.3,90.5,5,15,973.00,2026-09-12T06:46:33.817693+08:00,411,91.0,30.0,DISCHARGING,2026-09-12T06:46:04.192693+08:00,30036,TRAIL,0.50,2026-09-12T06:45:50.53324+08:00,43695,,,,27.0,8.7,GOOD
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T06:46:44.238601+08:00,2026-09-12T06:46:34.238601+08:00,10,10.3478826,123.8078740,2026-09-11T22:46:43Z,1950,8.2,9.5,225.80,0.00,0.09,,,2026-09-12T06:46:42.299026+08:00,1939,86,0,13.21,36.30,23,0,5,0,36,0,17,0,5,0,502,1.3786,9.3701,-1.1564,9.7724,0.6315,9.7927,201,0.0667,-0.0424,-0.0949,1.0128,0.7192,1.2421,201,0.0476,0.1894,-0.0023,0.6037,0.4040,0.7264,0.71709,-0.35127,0.07605,0.59716,-29.1,-31.9,108.9,0,15,255.00,2026-09-12T06:46:43.818601+08:00,420,91.0,30.0,DISCHARGING,2026-09-12T06:46:04.193601+08:00,40045,TRAIL,0.50,2026-09-12T06:45:50.53324+08:00,53705,,,,27.8,8.2,GOOD
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T06:47:03.87942+08:00,2026-09-12T06:46:53.87942+08:00,10,10.3478879,123.8078737,2026-09-11T22:46:59Z,5591,8.2,8.8,225.19,0.00,0.09,,,2026-09-12T06:46:58.310967+08:00,5568,85,0,13.27,37.00,23,0,5,0,35,0,17,0,5,0,983,0.5557,8.9911,-2.4966,9.9522,1.4006,10.0503,391,0.1232,-0.1040,-0.0907,1.8812,1.3304,2.3040,386,0.0238,-0.0038,-0.0474,0.6824,0.4505,0.8177,0.81528,0.22198,0.22081,0.48712,35.7,-8.3,115.6,8,23,374.00,2026-09-12T06:47:03.81842+08:00,61,91.0,30.0,DISCHARGING,2026-09-12T06:46:04.19342+08:00,59686,TRAIL,0.50,2026-09-12T06:45:50.53324+08:00,73346,,,,28.5,8.2,GOOD
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T06:47:23.204746+08:00,2026-09-12T06:47:13.204746+08:00,10,10.3478887,123.8078754,2026-09-11T22:47:23Z,917,8.0,9.2,224.38,0.00,0.10,,,2026-09-12T06:47:22.298535+08:00,904,86,0,13.77,38.50,23,0,5,0,36,0,17,0,5,0,968,0.1174,8.2134,1.0925,10.0461,2.0475,10.2526,386,0.0221,-0.1259,-0.0921,2.3738,1.7208,2.9319,379,-0.0273,-0.1711,-0.0075,1.0264,1.1137,1.5145,0.07871,-0.37265,-0.87456,0.30012,-144.1,-4.9,44.6,18,41,1686.00,2026-09-12T06:47:23.185746+08:00,19,90.0,31.0,DISCHARGING,2026-09-12T06:47:23.206746+08:00,-2,TRAIL,0.50,2026-09-12T06:45:50.53324+08:00,92671,,,,29.2,8.0,GOOD
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T06:47:33.215456+08:00,2026-09-12T06:47:23.215456+08:00,10,10.3478839,123.8078752,2026-09-11T22:47:32Z,1926,7.1,7.2,223.60,0.00,0.32,,,2026-09-12T06:47:31.302239+08:00,1913,94,0,12.65,34.80,23,0,5,0,44,0,17,0,5,0,501,-0.0703,7.2653,4.4326,10.1355,2.0865,10.3481,201,0.0358,-0.2419,0.1398,2.1507,1.9927,2.9319,201,-0.0283,0.0844,-0.0395,1.3699,1.4641,2.0050,0.27001,-0.34812,-0.72205,0.53344,-106.6,1.1,52.3,0,41,1220.00,2026-09-12T06:47:32.929456+08:00,286,90.0,31.0,DISCHARGING,2026-09-12T06:47:23.205456+08:00,10010,TRAIL,0.50,2026-09-12T06:45:50.53324+08:00,102682,,,,29.7,7.1,GOOD
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T06:47:43.221253+08:00,2026-09-12T06:47:33.221253+08:00,10,10.3478855,123.8078737,2026-09-11T22:47:39Z,4934,8.7,9.5,223.15,0.00,0.09,,,2026-09-12T06:47:38.298388+08:00,4922,85,0,14.33,38.70,23,0,5,0,35,0,17,0,5,0,505,-0.3034,8.2669,5.0922,9.7437,0.1693,9.7451,201,-0.0060,0.0138,-0.0104,0.2930,0.2390,0.3782,201,0.0192,0.0354,0.0219,0.2551,0.2260,0.3408,0.36350,-0.36973,-0.60957,0.59967,-90.9,-0.0,62.5,0,41,1053.00,2026-09-12T06:47:40.609253+08:00,2612,90.0,31.0,DISCHARGING,2026-09-12T06:47:23.205253+08:00,20016,TRAIL,0.50,2026-09-12T06:45:50.53324+08:00,112688,,,,29.9,8.7,GOOD
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T06:47:53.234243+08:00,2026-09-12T06:47:43.234243+08:00,10,10.3478875,123.8078758,2026-09-11T22:47:48Z,5945,9.5,9.4,223.15,0.00,0.13,,,2026-09-12T06:47:52.304028+08:00,930,0,0,,,0,0,0,0,0,0,0,0,0,0,499,0.5993,8.0087,3.4231,10.3382,3.0780,10.7866,201,0.0981,-0.1785,0.1020,2.5249,2.2719,3.3966,201,-0.0469,0.4675,0.1682,1.4511,1.6025,2.1618,0.16137,-0.41348,-0.82609,0.34723,-135.0,-1.2,52.7,0,41,1386.00,2026-09-12T06:47:52.460243+08:00,774,90.0,31.0,DISCHARGING,2026-09-12T06:47:23.205243+08:00,30029,TRAIL,0.50,2026-09-12T06:45:50.53324+08:00,122701,,,,30.2,9.5,GOOD
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T06:48:03.243004+08:00,2026-09-12T06:47:53.243004+08:00,10,10.3478853,123.8078749,2026-09-11T22:47:56Z,7954,7.9,9.0,223.36,0.00,0.09,,,2026-09-12T06:47:58.244397+08:00,4999,94,0,12.46,33.70,23,0,5,0,44,0,17,0,5,0,503,-0.0516,8.0057,5.5177,9.7563,0.2752,9.7602,197,-0.0035,-0.0043,-0.0048,0.3749,0.3485,0.5119,198,0.0082,0.0126,0.0051,0.2011,0.1727,0.2651,0.19586,-0.42869,-0.78660,0.39891,-127.3,-1.9,56.2,0,41,1442.00,2026-09-12T06:48:01.560004+08:00,1683,90.0,31.0,DISCHARGING,2026-09-12T06:47:23.205004+08:00,40038,TRAIL,0.50,2026-09-12T06:45:50.53324+08:00,132709,,,,30.5,7.9,GOOD
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T06:48:13.246061+08:00,2026-09-12T06:48:03.246061+08:00,10,10.3478761,123.8078717,2026-09-11T22:48:10Z,3958,5.5,5.7,221.63,0.00,0.12,,,2026-09-12T06:48:09.299275+08:00,3947,94,0,11.48,31.70,23,0,5,0,44,0,17,0,5,0,502,0.8916,9.1068,0.8628,9.9140,2.1868,10.1524,201,-0.0054,-0.0971,0.1049,2.2211,1.5266,2.6952,201,-0.0514,-0.2540,-0.1365,0.8791,0.9855,1.3206,0.59027,-0.22765,-0.25138,0.73251,-39.6,-2.1,78.5,7,48,190.00,2026-09-12T06:48:12.810061+08:00,436,90.0,31.0,DISCHARGING,2026-09-12T06:47:23.205061+08:00,50041,TRAIL,0.50,2026-09-12T06:45:50.53324+08:00,142712,,,,31.6,5.5,GOOD
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T06:48:23.258131+08:00,2026-09-12T06:48:13.258131+08:00,10,10.3478618,123.8078676,2026-09-11T22:48:18Z,5971,6.1,6.7,220.92,0.00,0.23,,,2026-09-12T06:48:17.296857+08:00,5959,94,0,14.33,35.40,23,0,5,0,44,0,17,0,5,0,502,0.4655,9.5956,1.2078,9.9013,3.1520,10.3909,201,0.0633,-0.0227,0.0223,2.8829,1.7992,3.3983,201,0.0129,-0.0196,-0.0055,0.5364,0.2446,0.5896,0.61236,-0.28727,-0.32678,0.66009,-51.6,1.2,85.1,18,66,908.00,2026-09-12T06:48:22.412131+08:00,846,90.0,32.0,DISCHARGING,2026-09-12T06:48:23.260131+08:00,-2,TRAIL,0.50,2026-09-12T06:45:50.53324+08:00,152724,,,,33.2,6.1,GOOD
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T06:48:33.269212+08:00,2026-09-12T06:48:23.269212+08:00,10,10.3478473,123.8078701,2026-09-11T22:48:26Z,7981,9.7,9.1,219.85,0.00,0.90,,,2026-09-12T06:48:32.293914+08:00,975,0,0,,,0,0,0,0,0,0,0,0,0,0,502,0.2789,9.6416,-0.0959,9.9274,1.8698,10.1020,201,0.0138,0.0147,-0.0611,2.1378,1.2426,2.4727,201,0.0124,-0.0059,-0.0058,0.5413,0.2688,0.6043,0.62799,-0.36380,-0.35106,0.59163,-60.7,0.6,93.1,18,84,988.00,2026-09-12T06:48:32.809212+08:00,460,90.0,32.0,DISCHARGING,2026-09-12T06:48:23.258212+08:00,10011,TRAIL,0.50,2026-09-12T06:45:50.53324+08:00,162735,,,,34.8,9.7,GOOD
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T06:48:43.279474+08:00,2026-09-12T06:48:33.279474+08:00,10,10.3478069,123.8078868,2026-09-11T22:48:42Z,1991,6.8,7.9,218.29,0.82,0.85,141.0,9.4,2026-09-12T06:48:41.298812+08:00,1980,94,0,16.03,39.10,23,0,5,0,44,0,17,0,5,0,502,0.1441,9.7027,0.4669,9.7930,1.1782,9.8637,201,0.0740,0.0402,0.0366,1.1430,0.9803,1.5058,201,-0.0154,0.0024,-0.0015,0.2685,0.2206,0.3475,0.63526,-0.22086,-0.23849,0.70056,-37.9,-0.4,84.5,9,93,482.00,2026-09-12T06:48:42.209474+08:00,1070,90.0,32.0,DISCHARGING,2026-09-12T06:48:23.258474+08:00,20021,TRAIL,0.50,2026-09-12T06:45:50.53324+08:00,172746,,,,39.7,6.8,GOOD
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T06:48:53.291122+08:00,2026-09-12T06:48:43.291122+08:00,10,10.3476740,123.8079573,2026-09-11T22:48:50Z,4003,5.3,6.9,216.11,0.00,0.08,,,2026-09-12T06:48:49.299645+08:00,3991,95,0,16.07,43.10,23,0,5,0,44,0,17,0,4,0,505,1.0426,9.5990,0.5851,9.7446,0.8033,9.7776,201,-0.0061,0.0027,-0.0848,0.6563,0.8562,1.0788,201,-0.0001,0.0095,0.0062,0.1656,0.2028,0.2618,0.58130,-0.31251,-0.30899,0.68480,-52.0,-3.9,82.6,9,102,588.00,2026-09-12T06:48:52.810122+08:00,481,90.0,32.0,DISCHARGING,2026-09-12T06:48:23.258122+08:00,30033,TRAIL,0.50,2026-09-12T06:45:50.53324+08:00,182757,,,,56.3,5.3,GOOD
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T06:49:03.301057+08:00,2026-09-12T06:48:53.301057+08:00,10,10.3476438,123.8079742,2026-09-11T22:48:58Z,6013,3.8,4.2,217.63,0.00,0.07,,,2026-09-12T06:49:03.300877+08:00,0,0,0,,,0,0,0,0,0,0,0,0,0,0,502,0.5404,9.6606,0.6799,9.7615,1.2462,9.8407,201,-0.0482,0.0163,-0.1431,1.1462,0.9637,1.4975,201,0.0130,-0.0015,-0.0002,0.2512,0.1981,0.3199,0.66951,-0.20582,-0.15957,0.69565,-29.9,-4.2,88.9,0,102,414.00,2026-09-12T06:49:01.209057+08:00,2092,90.0,32.0,DISCHARGING,2026-09-12T06:48:23.258057+08:00,40043,TRAIL,0.50,2026-09-12T06:45:50.53324+08:00,192767,,,,60.1,3.8,GOOD
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T06:49:13.310758+08:00,2026-09-12T06:49:03.310758+08:00,10,10.3476197,123.8080095,2026-09-11T22:49:06Z,8023,4.1,5.4,218.49,0.64,0.85,121.2,57.6,2026-09-12T06:49:13.301711+08:00,9,96,0,17.40,40.50,23,0,6,0,44,0,17,0,4,0,502,0.3158,9.6929,0.5635,9.7446,0.7651,9.7746,201,0.0174,0.0159,-0.0645,0.7549,0.6886,1.0218,201,-0.0071,-0.1457,-0.0194,0.2725,0.1411,0.3069,0.51435,-0.45218,-0.47770,0.55025,-82.3,-0.4,86.4,9,111,691.00,2026-09-12T06:49:12.409758+08:00,901,90.0,32.0,DISCHARGING,2026-09-12T06:48:23.257758+08:00,50053,TRAIL,0.50,2026-09-12T06:45:50.53324+08:00,202777,,,,64.8,4.1,GOOD
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T06:49:23.325958+08:00,2026-09-12T06:49:13.325958+08:00,10,10.3475730,123.8080158,2026-09-11T22:49:22Z,2037,4.0,5.3,215.35,0.82,0.88,148.8,49.2,2026-09-12T06:49:21.30022+08:00,2025,96,0,17.52,35.40,23,0,6,0,44,0,17,0,4,0,502,0.4803,9.5946,-0.3314,9.7839,1.3605,9.8780,201,0.0471,-0.0352,-0.1142,1.1692,1.2401,1.7043,201,0.0326,0.1605,0.0056,0.4432,0.5025,0.6700,0.75940,-0.04600,0.01695,0.64877,-2.8,-4.9,99.1,0,111,494.00,2026-09-12T06:49:22.611958+08:00,714,90.0,32.0,DISCHARGING,2026-09-12T06:49:23.326958+08:00,-1,TRAIL,0.50,2026-09-12T06:45:50.53324+08:00,212792,,,,70.2,4.0,GOOD
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T06:49:33.336233+08:00,2026-09-12T06:49:23.336233+08:00,10,10.3475087,123.8080683,2026-09-11T22:49:30Z,4048,3.8,5.1,217.55,0.74,0.85,145.7,52.3,2026-09-12T06:49:29.299036+08:00,4037,96,0,18.96,39.70,23,0,6,0,44,0,17,0,4,0,502,0.4005,9.5990,-1.0642,9.9345,1.8939,10.1134,201,0.0223,0.0050,-0.0693,2.3142,1.0740,2.5513,201,-0.0008,0.0018,-0.0083,0.5984,0.2873,0.6637,0.64864,-0.37067,-0.29836,0.59402,-56.8,-3.1,96.7,20,131,605.00,2026-09-12T06:49:28.010233+08:00,5326,90.0,32.0,DISCHARGING,2026-09-12T06:49:23.326233+08:00,10010,TRAIL,0.50,2026-09-12T06:45:50.53324+08:00,222802,,,,79.3,3.8,GOOD
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T06:49:45.393207+08:00,2026-09-12T06:49:35.393207+08:00,10,10.3474212,123.8081738,2026-09-11T22:49:46Z,105,4.0,5.5,214.33,0.46,0.86,127.3,68.9,2026-09-12T06:49:45.303428+08:00,90,96,0,19.12,40.00,23,0,6,0,44,0,17,0,4,0,605,0.4883,9.6061,-0.8434,9.8071,1.5161,9.9235,242,0.0509,-0.0241,-0.0094,1.8554,0.9277,2.0745,237,0.0001,-0.0096,-0.0105,0.4376,0.2040,0.4828,0.63945,-0.37238,-0.35704,0.57005,-62.1,1.8,95.5,20,151,484.00,2026-09-12T06:49:38.810207+08:00,6583,90.0,32.0,DISCHARGING,2026-09-12T06:49:23.326207+08:00,22067,TRAIL,0.50,2026-09-12T06:45:50.53324+08:00,234859,,,,94.5,4.0,GOOD
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T06:50:02.780224+08:00,2026-09-12T06:49:52.780224+08:00,10,10.3473526,123.8082440,2026-09-11T22:50:02Z,1492,4.5,5.5,222.32,0.00,0.01,,,2026-09-12T06:50:01.30319+08:00,1477,96,0,15.59,39.00,23,0,6,0,44,0,17,0,4,0,869,0.5940,9.4763,-1.4921,9.8189,1.3965,9.9177,345,0.0427,-0.0319,0.0131,1.8321,0.9879,2.0815,333,-0.0038,-0.0290,0.0097,0.5115,0.2600,0.5738,0.70665,-0.03768,-0.00783,0.70652,-3.7,-2.4,90.1,26,177,312.00,2026-09-12T06:50:02.266224+08:00,514,90.0,32.0,DISCHARGING,2026-09-12T06:49:23.326224+08:00,39454,TRAIL,0.50,2026-09-12T06:45:50.53324+08:00,252246,,,,105.3,4.5,GOOD
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T06:50:12.791219+08:00,2026-09-12T06:50:02.791219+08:00,10,10.3473328,123.8082418,2026-09-11T22:50:10Z,3503,6.1,7.9,212.92,0.30,0.94,171.3,82.6,2026-09-12T06:50:09.301386+08:00,3490,96,0,14.37,35.80,23,0,6,0,44,0,17,0,4,0,502,0.8474,9.4958,-1.3872,10.0213,1.8849,10.1970,277,0.1317,0.1246,-0.1344,2.3884,1.4610,2.7998,201,0.0127,0.0737,-0.0055,0.6830,0.3677,0.7757,0.67640,0.29810,0.28789,0.60889,48.9,-1.5,95.3,14,191,531.00,2026-09-12T06:50:12.410219+08:00,381,90.0,32.0,DISCHARGING,2026-09-12T06:49:23.326219+08:00,49465,TRAIL,0.50,2026-09-12T06:45:50.53324+08:00,262257,,,,107.5,6.1,GOOD
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T06:50:22.800858+08:00,2026-09-12T06:50:12.800858+08:00,10,10.3472413,123.8082526,2026-09-11T22:50:18Z,5513,5.5,7.1,218.49,0.58,0.88,175.1,61.2,2026-09-12T06:50:17.298984+08:00,5502,96,0,14.64,38.60,23,0,6,0,44,0,17,0,4,0,503,0.4978,9.5529,-1.1688,9.8361,1.8178,10.0027,435,0.1276,0.0303,-0.0468,2.2484,1.2386,2.5669,201,0.0014,-0.2075,0.0200,0.5163,0.2730,0.5840,0.59186,-0.46271,-0.39084,0.53183,-74.6,-1.7,97.4,15,206,338.00,2026-09-12T06:50:21.808858+08:00,992,90.0,32.0,DISCHARGING,2026-09-12T06:49:23.325858+08:00,59475,TRAIL,0.50,2026-09-12T06:45:50.53324+08:00,272267,,,,117.7,5.5,GOOD
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T06:50:32.81287+08:00,2026-09-12T06:50:22.81287+08:00,10,10.3471795,123.8082743,2026-09-11T22:50:26Z,7524,7.5,9.2,220.02,0.91,1.29,163.1,60.5,2026-09-12T06:50:32.29479+08:00,516,0,0,,,0,0,0,0,0,0,0,0,0,0,502,0.8097,9.5847,-0.8564,9.8575,1.6380,9.9926,201,0.0746,-0.0081,-0.0746,2.0231,1.0174,2.2645,201,0.0083,0.1023,-0.0147,0.4830,0.3263,0.5829,0.71705,-0.08257,-0.03468,0.69124,-9.6,-3.7,92.4,13,219,270.00,2026-09-12T06:50:27.21187+08:00,5601,89.0,33.0,DISCHARGING,2026-09-12T06:50:32.81487+08:00,-2,TRAIL,0.50,2026-09-12T06:45:50.53324+08:00,282279,,,,124.9,7.5,GOOD
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T06:50:42.82249+08:00,2026-09-12T06:50:32.82249+08:00,10,10.3471223,123.8082531,2026-09-11T22:50:40Z,3533,5.0,6.2,224.74,0.32,1.80,210.1,94.3,2026-09-12T06:50:39.3008+08:00,3521,0,0,,,0,0,0,0,0,0,0,0,0,0,503,0.7851,9.5344,-1.5085,9.9165,1.6499,10.0529,201,0.1028,0.0126,-0.0040,2.1958,1.0429,2.4309,201,0.0200,0.0002,-0.0070,0.4086,0.1934,0.4521,0.78141,-0.07366,-0.03314,0.61877,-9.0,-2.3,103.4,15,234,244.00,2026-09-12T06:50:38.40949+08:00,4413,89.0,33.0,DISCHARGING,2026-09-12T06:50:32.81349+08:00,10009,TRAIL,0.50,2026-09-12T06:45:50.53324+08:00,292289,,,,133.7,5.0,GOOD
