session_id,timestamp,latitude,longitude,surface,confidence
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T08:59:25.311295+08:00,10.3483228,123.8218735,CONCRETE,0.50
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T08:59:35.292775+08:00,10.3484007,123.8219259,UNPAVED,0.50
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T09:00:14.294807+08:00,10.3484492,123.8221915,CONCRETE,0.50
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T09:00:22.290812+08:00,10.3484573,123.8222436,UNPAVED,0.50
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T09:02:47.288236+08:00,10.3492622,123.8232050,TRAIL,0.50
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T09:02:53.288405+08:00,10.3492568,123.8232007,UNPAVED,0.50
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T09:03:34.301586+08:00,10.3494739,123.8235764,CONCRETE,0.50
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T09:03:41.298962+08:00,10.3494312,123.8236290,UNPAVED,0.50
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T09:03:58.298061+08:00,10.3493927,123.8237605,TRAIL,0.50
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T09:04:23.286741+08:00,10.3493668,123.8240332,CONCRETE,0.50
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T09:04:29.287769+08:00,10.3493439,123.8240854,UNPAVED,0.50
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T09:05:41.284975+08:00,10.3498252,123.8242397,CONCRETE,0.50
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T09:05:58.299176+08:00,10.3499873,123.8240948,UNPAVED,0.50
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T09:06:14.292499+08:00,10.3499759,123.8242019,CONCRETE,0.50
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T09:06:22.285018+08:00,10.3500169,123.8241076,TRAIL,0.50
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T09:06:28.284285+08:00,10.3500935,123.8241702,CONCRETE,0.50
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T09:06:39.295666+08:00,10.3501375,123.8240664,TRAIL,0.50
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T09:06:44.288963+08:00,10.3501858,123.8240923,CONCRETE,0.50
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T09:07:18.290634+08:00,10.3503833,123.8240892,TRAIL,0.50
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T09:07:25.279397+08:00,10.3504402,123.8241219,CONCRETE,0.50
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T09:08:06.29155+08:00,10.3505052,123.8240775,UNPAVED,0.50
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T09:08:30.295307+08:00,10.3507555,123.8239620,CONCRETE,0.50
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T09:09:34.310458+08:00,10.3509547,123.8239636,UNPAVED,0.50
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T09:09:59.296419+08:00,10.3508985,123.8238614,TRAIL,0.50
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T09:16:32.288252+08:00,10.3513490,123.8238819,UNPAVED,0.92
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T09:16:33.071142+08:00,10.3513490,123.8238819,TRAIL,0.79
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T09:17:59.30511+08:00,10.3513478,123.8239649,UNPAVED,0.50
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T09:18:30.288989+08:00,10.3513720,123.8240915,TRAIL,0.50
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T09:24:38.294737+08:00,10.3519215,123.8246946,UNPAVED,0.50
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T09:24:41.252969+08:00,10.3519215,123.8246946,TRAIL,1.00
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T09:39:18.288583+08:00,10.3536832,123.8248764,UNPAVED,0.50
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T09:39:42.28934+08:00,10.3537323,123.8250171,TRAIL,0.50
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T09:41:58.284853+08:00,10.3543361,123.8250630,UNPAVED,0.50
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T09:42:14.294291+08:00,10.3543430,123.8250310,TRAIL,0.50
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T09:43:18.29014+08:00,10.3548347,123.8251368,UNPAVED,0.50
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T09:44:15.251659+08:00,10.3549777,123.8252321,TRAIL,0.50
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T09:46:46.311035+08:00,10.3551246,123.8253011,CONCRETE,0.50
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T09:47:02.285659+08:00,10.3552118,123.8251869,TRAIL,0.50
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T09:47:10.287329+08:00,10.3552238,123.8251520,UNPAVED,0.50
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T09:47:26.287051+08:00,10.3553380,123.8251860,TRAIL,0.50
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T09:47:42.283639+08:00,10.3554567,123.8251467,UNPAVED,0.50
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T09:47:58.288655+08:00,10.3555243,123.8251531,TRAIL,0.50
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T09:48:54.309563+08:00,10.3556577,123.8252232,UNPAVED,0.50
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T09:49:10.286772+08:00,10.3557050,123.8254145,TRAIL,0.50
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T09:49:34.279919+08:00,10.3557654,123.8255305,CONCRETE,0.50
4616a89e-6aa7-461f-abf0-d8186b0aab26,2026-09-12T09:49:42.280296+08:00,10.3558040,123.8256300,TRAIL,0.50
